area,severity_score,historical_area_risk,report_density,accessibility_risk,rainfall_mm,risk_score,risk_label_binary
Yelahanka,0.7673824200512201,0.8230534022394486,0.30873724457300245,0.22124604905780554,0.0,0.6104342239630328,1
Yelahanka,0.6354995656667609,0.8230534022394486,0.5389945814008983,0.3224436912135995,0.0,0.6255063386174204,1
Yelahanka,0.6777409833960086,0.8230534022394486,0.5334609375631385,0.7602417334008097,0.0,0.7048538123831867,1
Yelahanka,0.6612394908456308,0.8230534022394486,0.4910188273262942,0.44807062184420265,0.0,0.6437642012096946,1
Yelahanka,1.0,0.8230534022394486,0.5676974509587337,0.49744299533923353,0.0,0.7850719601644663,1
Yelahanka,0.686056840656823,0.8230534022394486,0.47871014848741555,0.3235647782138532,0.0,0.6313126613312837,1
Yelahanka,0.9923951489975616,0.8230534022394486,0.690228925103985,0.275838382153169,0.0,0.7736758651647535,1
Yelahanka,0.8299510960081509,0.8230534022394486,0.22875493828608204,0.806498646192199,0.0,0.7041246888607336,1
Yelahanka,0.4356870391060422,0.8230534022394486,0.6000495092717855,0.5815057576206897,0.0,0.6066422498564099,1
Yelahanka,0.7690358140784624,0.8230534022394486,0.35830721224169504,0.6562321691777233,0.0,0.6861748234242939,1
Yelahanka,0.5865281498214903,0.8230534022394486,0.31360542098480265,0.5868257136803621,0.0,0.6029458143583709,1
Yelahanka,1.0,0.8230534022394486,0.3408835089085097,0.732923144312943,0.0,0.7750311941004779,1
Yelahanka,0.43214400232635813,0.8230534022394486,0.33016776660046926,0.4380098450321057,0.0,0.5299014515609696,0
Yelahanka,0.7452574887783145,0.8230534022394486,0.5314281155932493,0.37353014248770655,0.0,0.6700712862360505,1
Yelahanka,0.8141841370395321,0.8230534022394486,0.3731480057953367,0.5545821123606948,0.0,0.6896973866488423,1
Yelahanka,0.855272132958745,0.8230534022394486,0.3570063539428888,0.4766011904656765,0.0,0.6891527165658246,1
Yelahanka,0.7369568295258915,0.8230534022394486,0.4781764173944246,0.29867498221393085,0.0,0.6452874418168711,1
Yelahanka,0.7910829752945372,0.8230534022394486,0.33508427880662994,0.7017311474170117,0.0,0.6960715898988002,1
Yelahanka,0.6026030412039918,0.8230534022394486,0.5023409031251275,0.8923746746250051,0.0,0.6921514669120079,1
K.Swamy Lyt.,0.6324407599748751,0.760241402116402,0.6378717957860675,0.7505944442848459,0.0,0.6895902124260672,1
K.Swamy Lyt.,0.8858318592963303,0.760241402116402,0.33726910845691294,0.6090435971012121,0.0,0.6969239326452006,1
K.Swamy Lyt.,0.609547079663301,0.760241402116402,0.33956645461708757,0.558602204190234,0.0,0.5931175200690285,1
K.Swamy Lyt.,0.8035594320079518,0.760241402116402,0.5167629504716557,0.6728094419794536,0.0,0.7135922282289529,1
K.Swamy Lyt.,0.7966485081117444,0.760241402116402,0.5242079092855805,0.2894242811448883,0.0,0.6551546225028805,1
K.Swamy Lyt.,0.8874602917526447,0.760241402116402,0.46664633714511594,0.6623556579935903,0.0,0.7313661388764079,1
K.Swamy Lyt.,0.42299768151148404,0.760241402116402,0.7469378049445439,0.8782484393895781,0.0,0.6572464360612855,1
K.Swamy Lyt.,0.41113612741338124,0.760241402116402,0.4163955849455222,0.6146700992226247,0.0,0.5474496971021021,0
K.Swamy Lyt.,0.9853172815246993,0.760241402116402,0.26899954222255074,0.5207270951052302,0.0,0.70484244187886,1
K.Swamy Lyt.,0.7385898191504661,0.760241402116402,0.8028614823490555,0.4679273675535164,0.0,0.7173402589404222,1
K.Swamy Lyt.,0.8987149098844224,0.760241402116402,0.23686133234466614,0.5373342352342826,0.0,0.670595040848544,1
K.Swamy Lyt.,0.7287185142639707,0.760241402116402,0.28744451673406224,0.3669836873840803,0.0,0.5956603570817348,1
K.Swamy Lyt.,0.6368336516521571,0.760241402116402,0.4513951856039152,0.38741122127143734,0.0,0.5993549190246742,1
K.Swamy Lyt.,0.70131420149177,0.760241402116402,0.3077582467289275,0.34376091606557735,0.0,0.5866481779126621,1
K.Swamy Lyt.,0.6798721848751881,0.760241402116402,0.47505152267576556,0.7106743147621608,0.0,0.6676391370907137,1
K.Swamy Lyt.,0.25832267710840345,0.760241402116402,0.36500473392328653,0.8695061737901961,0.0,0.5219122304760485,0
K.Swamy Lyt.,0.9821095376823127,0.760241402116402,0.24170583543119556,0.558355354950969,0.0,0.7039052291526144,1
K.Swamy Lyt.,0.5984027166384069,0.760241402116402,0.8129679743565704,0.43581802026319216,0.0,0.6654796693691559,1
K.Swamy Lyt.,0.7895123208971966,0.760241402116402,0.7919862802940891,0.4481147127793652,0.0,0.730016195924662,1
K.Swamy Lyt.,0.5469208281770539,0.760241402116402,0.2774332741229115,0.6893569147402014,0.0,0.578384902532502,1
K.Swamy Lyt.,0.5805687628092305,0.760241402116402,0.5703419702148212,0.2301267470433368,0.0,0.579858893717616,1
K.Swamy Lyt.,0.6191601631715012,0.760241402116402,0.23867070348933456,0.26435393504100374,0.0,0.5321657086989635,0
K.Swamy Lyt.,0.8179640426574608,0.760241402116402,0.7903201092221517,0.7516748147103612,0.0,0.7851750796160164,1
K.Swamy Lyt.,0.7216989574882954,0.760241402116402,0.4098835159634269,0.2758251461213522,0.0,0.6040175308667121,1
K.Swamy Lyt.,0.7240399315870303,0.760241402116402,0.8571753222771454,0.3283848261436553,0.0,0.7021791850673585,1
K.Swamy Lyt.,0.4012901298746589,0.760241402116402,0.8871777851111675,0.701023206630197,0.0,0.6511130041078144,1
K.Swamy Lyt.,0.7549917430132582,0.760241402116402,0.7483987644483517,0.46084161710431704,0.0,0.7111255261448789,1
K.Swamy Lyt.,0.6137352858224677,0.760241402116402,0.30413786713046886,0.41985163301230133,0.0,0.5666850890507232,1
K.Swamy Lyt.,0.28678871864095257,0.760241402116402,0.5865170229416141,0.25841072051196307,0.0,0.4845134848243713,0
K.Swamy Lyt.,0.5065621613035733,0.760241402116402,0.547978645440936,0.4828195238387246,0.0,0.5873878347551671,1
K.Swamy Lyt.,0.818408087608503,0.760241402116402,0.32437398601408696,0.2563499725798994,0.0,0.6178425443876989,1
K.Swamy Lyt.,0.6747964223061812,0.760241402116402,0.8183683562728816,0.6011599984558859,0.0,0.7180988394650433,1
K.Swamy Lyt.,0.4905921734036862,0.760241402116402,0.46990977845615634,0.42866092350820595,0.0,0.558060775543673,1
K.Swamy Lyt.,0.4005316719618624,0.760241402116402,0.20575375002169632,0.19114030452838732,0.0,0.43808030150516974,0
K.Swamy Lyt.,0.7850421939306421,0.760241402116402,0.397962639771686,0.2270645025293726,0.0,0.6164893918443884,1
K.Swamy Lyt.,0.526355559346738,0.760241402116402,0.5377175097445515,0.4954504203647081,0.0,0.5941579314098953,1
K.Swamy Lyt.,0.37105862760382796,0.760241402116402,0.6142673600351377,0.6990148737454533,0.0,0.5856486433651059,1
K.Swamy Lyt.,0.6942782034607096,0.760241402116402,0.4483513259265778,0.27374079131288154,0.0,0.6018011757284166,1
K.Swamy Lyt.,0.8530670300847947,0.760241402116402,0.4509858604539513,0.3571935820451366,0.0,0.6704220905621594,1
K.Swamy Lyt.,0.7841285575709371,0.760241402116402,0.5255273862840311,0.6312038225864258,0.0,0.7023034664295186,1
K.Swamy Lyt.,0.49704284202793003,0.760241402116402,0.4013005717071383,0.47917375466092293,0.0,0.5541735928852621,1
K.Swamy Lyt.,0.6557336467822882,0.760241402116402,0.4090544517259236,0.4880279817033495,0.0,0.6125942846094086,1
K.Swamy Lyt.,0.4870114107558975,0.760241402116402,0.49268638311020474,0.2109857297527145,0.0,0.5287115504844327,0
K.Swamy Lyt.,0.9106628001595112,0.760241402116402,0.7318981061965399,0.24809462225497791,0.0,0.7303982152683042,1
K.Swamy Lyt.,0.6316395704451544,0.760241402116402,0.556396343592935,0.27021614759652524,0.0,0.6009579611487904,1
K.Swamy Lyt.,0.5648010155611175,0.760241402116402,0.6591028415672153,0.4681447644317357,0.0,0.6277950590595152,1
K.Swamy Lyt.,0.7686024924908879,0.760241402116402,0.32247644621354554,0.510506545241218,0.0,0.638154564035623,1
K.Swamy Lyt.,0.5868312866644408,0.760241402116402,0.5538814834867017,0.7770435374671941,0.0,0.6607961982848943,1
K.Swamy Lyt.,0.6523345137508372,0.760241402116402,0.4191506045704626,0.3890046907159934,0.0,0.5985703249692051,1
K.Swamy Lyt.,0.9161991591087412,0.760241402116402,0.5750027014297397,0.37044902463895124,0.0,0.7193100203047706,1
Chikjala,0.8718454156120989,0.7399206349206348,0.3245392843372445,0.5438221563981886,0.0,0.6736032662676023,1
Chikjala,0.5709669455612365,0.7399206349206348,0.8976565476239595,0.2708395218339639,0.0,0.6419718592225097,1
Chikjala,0.5709740996685192,0.7399206349206348,0.46408860672297736,0.7192870271175223,0.0,0.6225279007723961,1
Chikjala,0.7044249407172163,0.7399206349206348,0.27832598709965684,0.520086116918784,0.0,0.602203034684965,1
Chikjala,0.7636626175894544,0.7399206349206348,0.5909860400342668,0.2390183526350833,0.0,0.6433080675346153,1
Chikjala,0.7210540376173947,0.7399206349206348,0.46971247703132835,0.3613801378245591,0.0,0.6224946197222281,1
Chikjala,0.4737271052890982,0.7399206349206348,0.38180306092911404,0.3254007626648203,0.0,0.5129514039129206,0
Chikjala,0.5025423691899414,0.7399206349206348,0.5847426449280637,0.3388032364526538,0.0,0.5656350341461808,1
Chikjala,0.663851538202222,0.7399206349206348,0.5961918080009372,0.8409425875718624,0.0,0.6997039785829349,1
Chikjala,0.7663708508001693,0.7399206349206348,0.23910240317158254,0.5248025023818585,0.0,0.616746844247845,1
Chikjala,0.7917405173192726,0.7399206349206348,0.34584355409562506,0.7494304896103561,0.0,0.6806686557986142,1
Chikjala,0.8209924026354496,0.7399206349206348,0.39979237145605745,0.29878165371493937,0.0,0.6340992537470501,1
Chikjala,0.7442020815505865,0.7399206349206348,0.4777432766936298,0.306853580018557,0.0,0.6240236113604053,1
Chikjala,0.49485641798875124,0.7399206349206348,0.3246333060162356,0.5246201825842218,0.0,0.5387956253631337,0
Chikjala,0.7938685259546886,0.7399206349206348,0.2139966608824812,0.7193253347202379,0.0,0.6505283069448633,1
Chikjala,0.5879391109959092,0.7399206349206348,0.5034728092786692,0.4634449412387073,0.0,0.5979661823662986,1
Chikjala,0.7013109454413641,0.7399206349206348,0.37848938948512,0.4354263919274085,0.0,0.6084468580668031,1
Chikjala,0.7027008815376072,0.7399206349206348,0.6412214890751312,0.4777018535105334,0.0,0.6678210748559592,1
Chikjala,0.9446933183766282,0.7399206349206348,0.43628624151194406,0.22861818347732432,0.0,0.6741688277319977,1
Chikjala,0.647524859947582,0.7399206349206348,0.4161724233162328,0.36437567810410537,0.0,0.5865007278367065,1
Chikjala,0.6557397092999381,0.7399206349206348,0.5030549153180374,0.22705275621700294,0.0,0.5861539852273266,1
Chikjala,0.5756682837761757,0.7399206349206348,0.4337115330655922,0.5954308107979976,0.0,0.5995170180306699,1
Chikjala,0.9065170851407717,0.7399206349206348,0.5563224485814781,0.4208255985082403,0.0,0.7136454997679922,1
Chikjala,0.9176059979197414,0.7399206349206348,0.607577902726253,0.4126803873959163,0.0,0.7265559284027379,1
Chikjala,0.6179356092136655,0.7399206349206348,0.45982931674059124,0.3561150332357442,0.0,0.5836367720344533,1
Chikjala,1.0,0.7399206349206348,0.7015352515300366,0.3096226543280427,0.0,0.7587266389314041,1
Chikjala,0.9148842505915711,0.7399206349206348,0.46571671307781626,0.9797850598662361,0.0,0.7822967797787389,1
Chikjala,0.685579304463048,0.7399206349206348,0.5973120837043845,0.5148527973649625,0.0,0.6586192833838785,1
Chikjala,0.5818973408933666,0.7399206349206348,0.5547393486616187,0.1911053567804923,0.0,0.5652539330382663,1
Chikjala,0.6371348151564002,0.7399206349206348,0.29594107752213084,0.7829740030296969,0.0,0.6216076917398112,1
Chikjala,0.33950081133373766,0.7399206349206348,0.4381057857854387,0.3116652838580207,0.0,0.4751724241787894,0
Chikjala,0.445276268566019,0.7399206349206348,0.5143761453931899,0.23987765177348086,0.0,0.5166797613189571,0
Chikjala,0.6575864641742903,0.7399206349206348,0.7078070290882136,0.9071390321275264,0.0,0.7297637135739637,1
Chikjala,0.9502496673263788,0.7399206349206348,0.3326278164077129,0.5268630873741155,0.0,0.7001186004280829,1
Chikjala,0.524652552555676,0.7399206349206348,0.6787759070477206,0.8633127438385686,0.0,0.6708566768560064,1
Chikjala,0.35705292331781463,0.7399206349206348,0.19980443533231174,0.5713922611132772,0.0,0.4726144398708794,0
Chikjala,0.7772754574689664,0.7399206349206348,0.5034400101876287,0.5126818381523596,0.0,0.6716128783507083,1
Chikjala,0.27169658932512813,0.7399206349206348,0.5457475855184112,0.3989267421477265,0.0,0.4860585251658265,0
Chikjala,0.5027318278181078,0.7399206349206348,0.5874500201737236,0.410091889291081,0.0,0.5769361176409349,1
Chikjala,0.8570781481659847,0.7399206349206348,0.6413887015241592,0.36224064293772307,0.0,0.7045673790797754,1
Chikjala,0.5961624395477599,0.7399206349206348,0.5193609067755274,0.5600963390097312,0.0,0.6185196765244715,1
Chikjala,0.8000091067183912,0.7399206349206348,0.4151520484286215,0.5197268935915623,0.0,0.662968821552086,1
Chikjala,0.9745769413587748,0.7399206349206348,0.4046650146631413,0.19442495232236534,0.0,0.6731748657327447,1
Chikjala,0.4442129871169469,0.7399206349206348,0.3817164954699678,0.7076401261937267,0.0,0.5599400539901744,1
Chikjala,0.8351512452410194,0.7399206349206348,0.3035368036404745,0.8809064811858056,0.0,0.707122459216513,1
Chikjala,0.8186581983023484,0.7399206349206348,0.510198927125357,0.16804919486113257,0.0,0.6357537245362537,1
Chikjala,0.5614437743284626,0.7399206349206348,0.37035147091928433,0.4023552575712661,0.0,0.5529050943106991,1
Chikjala,0.5820285361784915,0.7399206349206348,0.42529104603258283,0.5245009511654779,0.0,0.5894195300200006,1
Chikjala,0.3449263078404223,0.7399206349206348,0.29145728441605023,0.6636365004191042,0.0,0.5005373301664139,0
Chikjala,0.6444794652579974,0.7399206349206348,0.31303047209971624,0.279855767574399,0.0,0.5521284628725925,1
Kamakshipalya,0.8287515441130877,0.6975201993394667,0.3778119984731533,0.45790711636267567,0.0,0.6435675673904526,1
Kamakshipalya,0.5726051392256765,0.6975201993394667,0.40846226080881165,0.22551921849058076,0.0,0.5251881934661762,0
Kamakshipalya,0.46102626586660456,0.6975201993394667,0.5381521477732127,0.8244693228945786,0.0,0.601916080843981,1
Kamakshipalya,0.7295002977287472,0.6975201993394667,0.4932421304793446,0.6911056779838045,0.0,0.6668954418003411,1
Kamakshipalya,0.3485063466119052,0.6975201993394667,0.574013692844451,0.23192213546904406,0.0,0.48082434000525365,0
Kamakshipalya,0.7470823377246725,0.6975201993394667,0.47360273566111566,0.6693228101529934,0.0,0.6658538466606474,1
Kamakshipalya,0.5593668372085547,0.6975201993394667,0.47968287833356915,0.33746893962762675,0.0,0.5515913694356921,1
Kamakshipalya,0.8908528079440972,0.6975201993394667,0.4415289929142766,0.6391062341666726,0.0,0.7052262762901302,1
Kamakshipalya,0.7341795970402731,0.6975201993394667,0.7613533061402488,0.5136647865897882,0.0,0.6955392979824536,1
Kamakshipalya,0.4966660396192557,0.6975201993394667,0.3046243942553135,0.5370102827891405,0.0,0.5245655949380132,0
Kamakshipalya,0.5442514096913964,0.6975201993394667,0.3779687893158461,0.35797484403351804,0.0,0.5290340376620257,0
Kamakshipalya,0.5571044564260954,0.6975201993394667,0.3981364543659086,0.44212713467357834,0.0,0.5501889806251918,1
Kamakshipalya,0.985241400663211,0.6975201993394667,0.5734922786222075,0.5234300283930247,0.0,0.747303510017359,1
Kamakshipalya,0.4190375837706812,0.6975201993394667,0.25317898351179585,0.47185875650171427,0.0,0.4773338242991947,0
Kamakshipalya,1.0,0.6975201993394667,0.21560803750709706,0.5056901286449216,0.0,0.6782311865999977,1
Kamakshipalya,0.518176552302062,0.6975201993394667,0.5367986330572517,0.415525088390455,0.0,0.5603063429775803,1
Kamakshipalya,0.6002334362123041,0.6975201993394667,0.364357029232401,0.31678046844418795,0.0,0.5397262385892548,0
Kamakshipalya,0.7233362799137466,0.6975201993394667,0.6697549853321686,0.7439505155446564,0.0,0.7079673321697836,1
Kamakshipalya,0.8250930334993423,0.6975201993394667,0.2099223599137836,0.6860715703636464,0.0,0.6429338290639135,1
Kamakshipalya,0.858082316728113,0.6975201993394667,0.9010756271917022,0.43691541665454203,0.0,0.7553373085932014,1
Kamakshipalya,1.0,0.6975201993394667,0.24924124214037444,0.60349174272061,0.0,0.6996280696380064,1
Kamakshipalya,0.6212855012654179,0.6975201993394667,0.21659448673085727,0.25623204487066226,0.0,0.508459689321507,0
Kamakshipalya,0.4162196437544808,0.6975201993394667,0.3046982827419356,0.41323397080251,0.0,0.47785768728467193,0
Kamakshipalya,0.4574543149126207,0.6975201993394667,0.3935971587682561,0.5690513234308473,0.0,0.5334422002895355,0
Kamakshipalya,0.7253556530993845,0.6975201993394667,0.5781698894187665,0.57558753943871,0.0,0.6651026471861843,1
Kamakshipalya,0.6363394319856417,0.6975201993394667,0.5343849086530686,0.18634130776263236,0.0,0.5668030388918233,1
Kamakshipalya,0.41432448411412526,0.6975201993394667,0.2905469938496747,0.49866186450878336,0.0,0.48717830768803627,0
Kamakshipalya,0.4717172112746806,0.6975201993394667,0.341354557056628,0.35451634831962014,0.0,0.49580544740724675,0
Kamakshipalya,0.6247008448845218,0.6975201993394667,0.40169583189053065,0.4096361231615915,0.0,0.5696859403637674,1
Kamakshipalya,0.34402649462406654,0.6975201993394667,0.43463779288604176,0.5532329930303761,0.0,0.499577840452028,0
Kamakshipalya,0.24191046882079814,0.6975201993394667,0.561601127073006,0.321353730487385,0.0,0.45444800887682835,0
Kamakshipalya,0.859096818670154,0.6975201993394667,0.22861624228057426,0.4969750917705842,0.0,0.6302094585580963,1
Kamakshipalya,0.3953050393176215,0.6975201993394667,0.3588703942750179,0.26067206492922856,0.0,0.45848771215739537,0
Kamakshipalya,0.594470693028591,0.6975201993394667,0.37327038615870767,0.35388344768538016,0.0,0.5450573967463954,0
Kamakshipalya,0.6454049133154461,0.6975201993394667,0.33889321342858614,0.5390617294058336,0.0,0.5837856815588384,1
Kamakshipalya,0.7448878109186898,0.6975201993394667,0.3372469291279668,0.5163643957533469,0.0,0.6148708388119768,1
Kamakshipalya,0.5670780473584749,0.6975201993394667,0.5552710559715464,0.40322044013731295,0.0,0.5792706535922124,1
Kamakshipalya,0.3808290047023207,0.6975201993394667,0.2549166154523133,0.3183248813042584,0.0,0.44127826673375364,0
Kamakshipalya,0.7005380618705243,0.6975201993394667,0.28087267936355853,0.5495601050289407,0.0,0.5930529330835762,1
Kamakshipalya,0.8483699944653319,0.6975201993394667,0.708898752042464,0.41983541686000825,0.0,0.7109406208022002,1
Kamakshipalya,0.5687673861019654,0.6975201993394667,0.43500603435779517,0.2708597723915435,0.0,0.5359548176678185,0
Kamakshipalya,0.49458865091254106,0.6975201993394667,0.35863662352990017,0.6531702331774595,0.0,0.5520649473038283,1
Kamakshipalya,0.8285164194203924,0.6975201993394667,0.3009603757995378,0.34387098520715564,0.0,0.6110095295399581,1
Kamakshipalya,0.7847051317932258,0.6975201993394667,0.31131715537458143,0.6833653545110764,0.0,0.6486710901810467,1
Kamakshipalya,0.562069114998853,0.6975201993394667,0.44675411845557367,0.402698570493048,0.0,0.5557358593165105,1
Kamakshipalya,0.5504692378567395,0.6975201993394667,0.30242240581073576,0.3384814930262565,0.0,0.5131769981677845,0
Kamakshipalya,0.6079060877163904,0.6975201993394667,0.49904677858872004,0.8240501347283304,0.0,0.6454400664295702,1
Kamakshipalya,0.4620265014196542,0.6975201993394667,0.6462858707286904,0.23555549059407088,0.0,0.5355558330335677,0
Kamakshipalya,0.37732174929929807,0.6975201993394667,0.6948687506621124,0.7815326386462305,0.0,0.5975223179859513,1
Kamakshipalya,0.6049691122568557,0.6975201993394667,0.456464574833913,0.5792993027329919,0.0,0.5991830594684708,1
Airport,0.3123323069985409,0.6846603859103858,0.5030941920326524,0.18289001458763554,0.0,0.44276676381728086,0
Airport,0.6887290234342214,0.6846603859103858,0.3113012677900071,0.33880551091584143,0.0,0.5595343541704708,1
Airport,0.7741176878167899,0.6846603859103858,0.27304074194886474,0.2642706460114713,0.0,0.5705880518004859,1
Airport,0.4569782052904441,0.6846603859103858,0.48873576312638844,0.5181840330826901,0.0,0.5408152452124523,0
Airport,0.6600745660946282,0.6846603859103858,0.7361925131798288,0.501550196526598,0.0,0.6588952460211911,1
Airport,0.5426194839187612,0.6846603859103858,0.4113538911690434,0.2693505932036929,0.0,0.5179883023590448,0
Airport,0.4066440032644699,0.6846603859103858,0.4112934109584373,0.5237470855155635,0.0,0.5085442619347021,0
Airport,0.5913571031565025,0.6846603859103858,0.5299949312625274,0.4587982372107845,0.0,0.5871918237120147,1
Airport,0.9837017912345722,0.6846603859103858,0.5706531039338133,0.668193138122539,0.0,0.7640533342103596,1
Airport,0.46665642236142446,0.6846603859103858,0.4171468555765678,0.6232642786908047,0.0,0.5456468765185486,0
Airport,0.5534102654889846,0.6846603859103858,0.2583442428524287,0.3118023638798806,0.0,0.4975309118467282,0
Airport,0.769536076983347,0.6846603859103858,0.27401153648574816,0.46346899990138274,0.0,0.5990583999996443,1
Airport,0.1330083951342017,0.6846603859103858,0.6896588620126676,0.5355438939092743,0.0,0.470214410559011,0
Airport,0.3122263581609187,0.6846603859103858,0.7572470526218402,0.24972485727257815,0.0,0.503585480244692,0
Airport,0.5854505923261935,0.6846603859103858,0.4236762709167836,0.5291461171478655,0.0,0.57441299484282,1
Airport,0.4286658612968825,0.6846603859103858,0.739079365188368,0.24118204217684103,0.0,0.5394243465912244,0
Airport,1.0,0.6846603859103858,0.6648674445277771,0.39301492355131373,0.0,0.7473238432113682,1
Airport,0.606551269203942,0.6846603859103858,0.4009284581633621,0.3648019326957952,0.0,0.5525970415315371,1
Airport,0.6421466635141034,0.6846603859103858,0.39010186793535684,0.6590774818336904,0.0,0.6070314438651768,1
Airport,0.3173263646368147,0.6846603859103858,0.42392271123702296,0.3824277766844172,0.0,0.45861105214606807,0
Airport,0.605919562874197,0.6846603859103858,0.5531383129759533,0.48700475063237136,0.0,0.601148337969131,1
Airport,0.6739133483342046,0.6846603859103858,0.5034885076301006,0.8555476344686448,0.0,0.6702976343864041,1
Airport,0.7034309684127745,0.6846603859103858,0.33792820553353753,0.22805658672083412,0.0,0.5533930838324195,1
Airport,0.6867707747490088,0.6846603859103858,0.38375515546429784,0.4375819063187161,0.0,0.5881562039759358,1
Airport,0.4180717962875174,0.6846603859103858,0.45532113575303446,0.4230614468533504,0.0,0.5062466886523562,0
Airport,0.5866526822368711,0.6846603859103858,0.4984188639029523,0.24364689658443212,0.0,0.5469573618242759,0
Airport,1.0,0.6846603859103858,0.40467774468547923,0.6934182323721703,0.0,0.7403463995660371,1
Airport,0.43765031368257634,0.6846603859103858,0.5702466169025856,0.43338019503210207,0.0,0.5376320781973498,0
Airport,0.39763634990497077,0.6846603859103858,0.6470099604792482,0.42423732900075534,0.0,0.5376084296858185,0
Airport,0.6228164000475707,0.6846603859103858,0.6176664330195965,0.4627957648451607,0.0,0.6163365071204588,1
Airport,0.27001573256898537,0.6846603859103858,0.2890800610521695,0.3963910518686812,0.0,0.41717829216299673,0
Airport,0.5738614372613009,0.6846603859103858,0.3321943093037565,0.46059128325617954,0.0,0.5417771731637493,0
Airport,0.8148452723256686,0.6846603859103858,0.2567273982533919,0.18808065726461543,0.0,0.5701515393274704,1
Airport,0.5659261181822307,0.6846603859103858,0.7433767416705205,0.41742663454409934,0.0,0.6147616006526155,1
Airport,0.7461862826685872,0.6846603859103858,0.3875588698985274,0.570864698701377,0.0,0.6297047934920333,1
Airport,0.6702780001109613,0.6846603859103858,0.2978635332029076,0.5077438380168713,0.0,0.5757296981550644,1
Airport,0.5900501011480077,0.6846603859103858,0.5206670854834548,0.44907842126317743,0.0,0.583410831461086,1
Airport,0.5983068382886526,0.6846603859103858,0.88458728881606,0.33024558183581865,0.0,0.641259804212729,1
Airport,0.6466656122607852,0.6846603859103858,0.6796216256031871,0.6618899608394706,0.0,0.6669388993109486,1
