area,severity_score,historical_area_risk,report_density,accessibility_risk,risk_score,risk_label_binary
Grand Total,0.46209471958784337,0.9521907334045265,0.38069316716935425,0.933190956966365,0.6635076488559287,1
Grand Total,0.8399658292013287,0.9521907334045265,0.7862107506987646,0.5920935720424603,0.8257014461879449,1
Grand Total,0.7356145561165972,0.9521907334045265,0.512002581741529,0.6233723483166046,0.7390286832579634,1
Grand Total,0.7785010207884915,0.9521907334045265,0.4056447633769868,0.8501168541318326,0.7667790580925022,1
Grand Total,0.8254942190755054,0.9521907334045265,0.34102157736427197,0.2470735152908211,0.6798455394642624,1
Grand Total,0.6936113646910461,0.9521907334045265,0.5712789141921677,0.3482711574466151,0.6949176541186498,1
Grand Total,0.7358527824202938,0.9521907334045265,0.5657452703544079,0.7860691996338253,0.7742651278844163,1
Grand Total,0.719351289869916,0.9521907334045265,0.5233031601175637,0.4738980880772182,0.7131755167109239,1
Grand Total,1.0,0.9521907334045265,0.5999817837500032,0.5232704615722491,0.8341441460071959,1
Grand Total,0.7441686396811082,0.9521907334045265,0.5109944812786851,0.3493922444468688,0.7007239768325131,1
Grand Total,1.0,0.9521907334045265,0.7225132578952544,0.3016658483861846,0.8254097488583365,1
Grand Total,0.8880628950324361,0.9521907334045265,0.26103927107735153,0.8323261124252146,0.7735360043619631,1
Grand Total,0.4937988381303274,0.9521907334045265,0.632333842063055,0.6073332238537053,0.6760535653576393,1
Grand Total,0.8271476131027476,0.9521907334045265,0.3905915450329645,0.6820596354107389,0.7555861389255234,1
Grand Total,0.6446399488457755,0.9521907334045265,0.3458897537760721,0.6126531799133776,0.6723571298596004,1
Grand Total,1.0,0.9521907334045265,0.3731678416997792,0.7587506105459586,0.8241033799432076,1
Grand Total,0.49025580135064334,0.9521907334045265,0.3624520993917388,0.4638373112651213,0.5993127670621992,1
Grand Total,0.8033692878025998,0.9521907334045265,0.5637124483845188,0.3993576087207221,0.73948260173728,1
Grand Total,0.8722959360638173,0.9521907334045265,0.40543233858660616,0.5804095785937103,0.7591087021500716,1
Grand Total,0.9133839319830303,0.9521907334045265,0.3892906867341583,0.5024286566986921,0.7585640320670539,1
Grand Total,0.7950686285501767,0.9521907334045265,0.5104607501856941,0.3245024484469464,0.7146987573181005,1
Grand Total,0.8491947743188224,0.9521907334045265,0.36736861159789946,0.7275586136500273,0.7654829054000298,1
Grand Total,0.660714840228277,0.9521907334045265,0.534625235916397,0.9182021408580207,0.7615627824132374,1
Total,0.650325485335199,0.7999852362504551,0.6478077543195807,0.7585432111116565,0.7109525232731209,1
Total,0.9037165846566542,0.7999852362504551,0.34720506699042625,0.6169923639280228,0.7182862434922541,1
Total,0.6274318050236248,0.7999852362504551,0.3495024131506009,0.5665509710170445,0.614479830916082,1
Total,0.8214441573682756,0.7999852362504551,0.526698909005169,0.6807582088062641,0.7349545390760063,1
Total,0.8145332334720682,0.7999852362504551,0.5341438678190937,0.2973730479716989,0.6765169333499341,1
Total,0.9053450171129686,0.7999852362504551,0.47658229567862925,0.6703044248204009,0.7527284497234615,1
Total,0.44088240687180785,0.7999852362504551,0.7568737634780571,0.8861972062163886,0.6786087469083391,1
Total,0.42902085277370505,0.7999852362504551,0.42633154347903546,0.6226188660494354,0.5688120079491557,1
Total,1.0,0.7999852362504551,0.27893550075606405,0.5286758619320409,0.7250840503161555,1
Total,0.7564745445107899,0.7999852362504551,0.8127974408825688,0.47587613438032694,0.7387025697874758,1
Total,0.9165996352447462,0.7999852362504551,0.24679729087817942,0.5452830020610931,0.6919573516955976,1
Total,0.7466032396242945,0.7999852362504551,0.2973804752675755,0.37493245421089094,0.6170226679287883,1
Total,0.6547183770124809,0.7999852362504551,0.4613311441374285,0.39535998809824796,0.6207172298717277,1
Total,0.7191989268520939,0.7999852362504551,0.31769420526244074,0.3517096828923879,0.6080104887597158,1
Total,0.6977569102355119,0.7999852362504551,0.4849874812092788,0.7186230815889714,0.6890014479377672,1
Total,0.27620740246872727,0.7999852362504551,0.37494069245679984,0.8774549406170067,0.543274541323102,0
Total,0.9999942630426365,0.7999852362504551,0.25164179396470887,0.5663041217777797,0.725267539999668,1
Total,0.6162874419987308,0.7999852362504551,0.8229039328900837,0.4437667870900027,0.6868419802162096,1
Total,0.8073970462575204,0.7999852362504551,0.8019222388276024,0.45606347960617577,0.7513785067717156,1
Total,0.5648055535373777,0.7999852362504551,0.2873692326564248,0.697305681567012,0.5997472133795554,1
Total,0.5984534881695543,0.7999852362504551,0.5802779287483345,0.23807551387014741,0.6012212045646695,1
Total,0.6370448885318251,0.7999852362504551,0.24860666202284787,0.27230270186781436,0.5535280195460169,1
Total,0.8358487680177846,0.7999852362504551,0.8002560677556649,0.7596235815371718,0.8065373904630699,1
Total,0.7395836828486192,0.7999852362504551,0.41981947449694024,0.2837739129481629,0.6253798417137657,1
Total,0.7419246569473541,0.7999852362504551,0.8671112808106587,0.33633359297046583,0.7235414959144121,1
Total,0.4191748552349827,0.7999852362504551,0.8971137436446808,0.7089719734570076,0.6724753149548678,1
Total,0.772876468373582,0.7999852362504551,0.758334722981865,0.4687903839311277,0.7324878369919323,1
Total,0.6316200111827915,0.7999852362504551,0.3140738256639821,0.4278003998391119,0.5880473998977768,1
Total,0.3046734440012764,0.7999852362504551,0.5964529814751274,0.2663594873387737,0.5058757956714248,0
Total,0.5244468866638972,0.7999852362504551,0.5579146039744494,0.4907682906655353,0.6087501456022207,1
Total,0.8362928129688268,0.7999852362504551,0.33430994454760027,0.26429873940671,0.6392048552347523,1
Total,0.692681147666505,0.7999852362504551,0.8283043148063949,0.6091087652826965,0.7394611503120967,1
Total,0.50847689876401,0.7999852362504551,0.47984573698966965,0.4366096903350166,0.5794230863907264,1
Total,0.4184163973221862,0.7999852362504551,0.2156897085552096,0.19908907135519793,0.4594426123522233,0
Total,0.8029269192909659,0.7999852362504551,0.40789859830519926,0.23501326935618322,0.637851702691442,1
Total,0.5442402847070618,0.7999852362504551,0.5476534682780647,0.5033991871915187,0.6155202422569489,1
Total,0.3889433529641518,0.7999852362504551,0.6242033185686511,0.7069636405722639,0.6070109542121594,1
Total,0.7121629288210334,0.7999852362504551,0.4582872844600911,0.28168955813969215,0.6231634865754703,1
Total,0.8709517554451185,0.7999852362504551,0.46092181898746454,0.3651423488719473,0.691784401409213,1
Total,0.802013282931261,0.7999852362504551,0.5354633448175443,0.6391525894132365,0.7236657772765722,1
Total,0.5149275673882538,0.7999852362504551,0.41123653024065154,0.4871225214877336,0.5755359037323158,1
Total,0.673618372142612,0.7999852362504551,0.4189904102594369,0.49597674853016005,0.6339565954564621,1
Total,0.5048961361162213,0.7999852362504551,0.5026223416437181,0.21893449657952513,0.5500738613314864,1
Total,0.928547525519835,0.7999852362504551,0.7418340647300532,0.25604338908178853,0.7517605261153577,1
Total,0.6495242958054782,0.7999852362504551,0.5663323021264483,0.27816491442333585,0.6223202719958438,1
Total,0.5826857409214413,0.7999852362504551,0.6690388001007286,0.47609353125854637,0.6491573699065687,1
Total,0.7864872178512117,0.7999852362504551,0.33241240474705885,0.5184553120680285,0.6595168748826766,1
Total,0.6047160120247647,0.7999852362504551,0.5638174420202151,0.7849923042940047,0.6821585091319479,1
Total,0.670219239111161,0.7999852362504551,0.42908656310397586,0.396953457542804,0.6199326358162587,1
Total,0.934083884469065,0.7999852362504551,0.5849386599632531,0.37839779146576186,0.7406723311518242,1
North Total,0.6729865142222413,0.29801196516539563,0.2140621168984347,0.45544042244714084,0.43607735627416117,0
North Total,0.37210804417137877,0.29801196516539563,0.7871793801851497,0.18245778788291608,0.4044459492290686,0
North Total,0.3721151982786616,0.29801196516539563,0.3536114392841676,0.6309052931664745,0.38500199077895497,0
North Total,0.5055660393273586,0.29801196516539563,0.16784881966084708,0.43170438296773617,0.364677124691524,0
North Total,0.5648037161995967,0.29801196516539563,0.48050887259545705,0.15063661868403544,0.40578215754117425,0
North Total,0.522195136227537,0.29801196516539563,0.35923530959251854,0.27299840387351126,0.384968709728787,0
North Total,0.27486820389924055,0.29801196516539563,0.2713258934903042,0.23701902871377248,0.27542549391947957,0
North Total,0.3036834678000838,0.29801196516539563,0.4742654774892539,0.250421502501606,0.32810912415273974,0
North Total,0.4649926368123643,0.29801196516539563,0.48571464056212743,0.7525608536208145,0.46217806858949384,0
North Total,0.5675119494103117,0.29801196516539563,0.12862523573277274,0.4364207684308107,0.3792209342544039,0
North Total,0.592881615929415,0.29801196516539563,0.23536638665681528,0.6610487556593082,0.4431427458051732,0
North Total,0.6221335012455919,0.29801196516539563,0.28931520401724764,0.21039991976389155,0.3965733437536091,0
North Total,0.5453431801607288,0.29801196516539563,0.36726610925482,0.21847184606750913,0.3864977013669641,0
North Total,0.2959975165988936,0.29801196516539563,0.2141561385774258,0.43623844863317396,0.3012697153696927,0
North Total,0.5950096245648309,0.29801196516539563,0.10351949344367142,0.63094360076919,0.41300239695142227,0
North Total,0.3890802096060516,0.29801196516539563,0.3929956418398594,0.37506320728765946,0.3604402723728576,0
North Total,0.5024520440515063,0.29801196516539563,0.26801222204631026,0.3470446579763607,0.37092094807336207,0
North Total,0.5038419801477496,0.29801196516539563,0.5307443216363215,0.3893201195594856,0.4302951648625182,0
North Total,0.7458344169867706,0.29801196516539563,0.3258090740731343,0.1402364495262765,0.4366429177385567,0
North Total,0.4486659585577243,0.29801196516539563,0.30569525587742297,0.27599394415305756,0.3489748178432654,0
North Total,0.45688080791008034,0.29801196516539563,0.3925777478792276,0.1386710222659551,0.3486280752338856,0
North Total,0.376809382386318,0.29801196516539563,0.3232343656267824,0.5070490768469498,0.3619911080372289,0
North Total,0.7076581837509139,0.29801196516539563,0.44584528114266825,0.3324438645571925,0.4761195897745511,0
North Total,0.7187470965298838,0.29801196516539563,0.4971007352874432,0.32429865344486847,0.4890300184092969,0
North Total,0.4190767078238078,0.29801196516539563,0.34935214930178143,0.26773329928469636,0.34611086204101216,0
North Total,0.802946807932611,0.29801196516539563,0.5910580840912267,0.22124092037699486,0.5218327272008271,0
North Total,0.7160253492017135,0.29801196516539563,0.35523954563900645,0.8914033259151882,0.5447708697852979,0
North Total,0.4867204030731904,0.29801196516539563,0.48683491626557474,0.4264710634139146,0.42109337339043745,0
North Total,0.38303843950350897,0.29801196516539563,0.44426218122280886,0.10272362282944447,0.3277280230448253,0
North Total,0.43827591376654257,0.29801196516539563,0.18546391008332108,0.694592269078649,0.3840817817463701,0
North Total,0.14064190994387998,0.29801196516539563,0.32762861834662893,0.22328354990697286,0.2376465141853484,0
North Total,0.2464173671761613,0.29801196516539563,0.40389897795438007,0.151495917822433,0.27915385132551607,0
North Total,0.45872756278443266,0.29801196516539563,0.5973298616494038,0.8187572981764786,0.4922378035805227,0
North Total,0.7513907659365211,0.29801196516539563,0.2221506489689031,0.4384813534230676,0.46259269043464185,0
North Total,0.3257936511658184,0.29801196516539563,0.5682987396089109,0.7749310098875207,0.4333307668625654,0
North Total,0.15819402192795695,0.29801196516539563,0.08932726789350197,0.4830105271622294,0.23508852987743845,0
North Total,0.5784165560791088,0.29801196516539563,0.392962842748819,0.42430010420131176,0.43408696835726734,0
North Total,0.07283768793527046,0.29801196516539563,0.4352704180796014,0.3105450081966787,0.24853261517238545,0
North Total,0.3038729264282501,0.29801196516539563,0.4769728527349138,0.32171015534003317,0.33941020764749397,0
North Total,0.658219246776127,0.29801196516539563,0.5309115340853494,0.2738589089866752,0.4670414690863343,0
North Total,0.3973035381579022,0.29801196516539563,0.4088837393367176,0.47171460505868335,0.38099376653103045,0
North Total,0.6011502053285336,0.29801196516539563,0.3046748809898117,0.4313451596405145,0.42544291155864494,0
North Total,0.7757180399689172,0.29801196516539563,0.2941878472243315,0.1060432183713175,0.43564895573930357,0
North Total,0.24535408572708925,0.29801196516539563,0.271239328031158,0.6192583922426789,0.32241414399673335,0
North Total,0.6362923438511617,0.29801196516539563,0.19305963620166472,0.7925247472347577,0.4695965492230719,0
North Total,0.6197992969124908,0.29801196516539563,0.3997217596865472,0.07966746091008473,0.3982278145428126,0
North Total,0.362584872938605,0.29801196516539563,0.2598743034804746,0.31397352362021824,0.3153791843172581,0
North Total,0.3831696347886338,0.29801196516539563,0.3148138785937731,0.4361192172144301,0.35189362002655966,0
North Total,0.1460674064505646,0.29801196516539563,0.18098011697724042,0.5752547664680563,0.26301142017297285,0
North Total,0.4456205638681397,0.29801196516539563,0.20255330466090646,0.19147403362335114,0.31460255287915156,0
West Total,0.6257307216723433,0.24636281613781258,0.2650226526727397,0.3676756397223448,0.4010704739195636,0
West Total,0.3695843167849321,0.24636281613781258,0.29567291500839815,0.13528774185024992,0.28269109999528713,0
West Total,0.2580054434258602,0.24636281613781258,0.42536280197279924,0.7342378462542478,0.35941898737309186,0
West Total,0.5264794752880029,0.24636281613781258,0.38045278467893107,0.6008742013434736,0.424398348329452,0
West Total,0.14548552417116084,0.24636281613781258,0.4612243470440375,0.14169065882871318,0.23832724653436452,0
West Total,0.5440615152839281,0.24636281613781258,0.36081338986070216,0.5790913335126626,0.4233567531897584,0
West Total,0.3563460147678104,0.24636281613781258,0.3668935325331556,0.2472374629872959,0.3090942759648029,0
West Total,0.6878319855033528,0.24636281613781258,0.3287396471138631,0.5488747575263417,0.46272918281924114,0
West Total,0.5311587745995288,0.24636281613781258,0.6485639603398352,0.4234333099494573,0.45304220451156446,0
West Total,0.29364521717851133,0.24636281613781258,0.19183504845489996,0.44677880614880966,0.28206850146712414,0
West Total,0.3412305872506521,0.24636281613781258,0.2651794435154326,0.26774336739318716,0.2865369441911366,0
West Total,0.35408363398535103,0.24636281613781258,0.28534710856549506,0.3518956580332475,0.30769188715430273,0
West Total,0.7822205782224666,0.24636281613781258,0.460702932821794,0.43319855175269384,0.50480641654647,0
West Total,0.2160167613299368,0.24636281613781258,0.1403896377113823,0.3816272798613834,0.23483673082830558,0
West Total,0.8381430423025947,0.24636281613781258,0.10281869170668351,0.4154586520045907,0.45014144578927723,0
West Total,0.3151557298613177,0.24636281613781258,0.4240092872568382,0.32529361175012417,0.3178092495066912,0
West Total,0.3972126137715597,0.24636281613781258,0.2515676834319875,0.22654899180385712,0.29722914511836573,0
West Total,0.5203154574730022,0.24636281613781258,0.556965639531755,0.6537190389043255,0.46547023869889437,0
West Total,0.6220722110585979,0.24636281613781258,0.09713301411337007,0.5958400937233155,0.40043673559302434,0
West Total,0.6550614942873686,0.24636281613781258,0.7882862813912886,0.3466839400142112,0.5128402151223121,0
West Total,0.8224392367753406,0.24636281613781258,0.1364518963399609,0.5132602660802792,0.46604199689274695,0
West Total,0.4182646788246736,0.24636281613781258,0.10380514093044374,0.16600056823033138,0.265962595850618,0
West Total,0.2131988213137364,0.24636281613781258,0.19190893694152206,0.3230024941621792,0.2353605938137828,0
West Total,0.2544334924718763,0.24636281613781258,0.2808078129678426,0.4788198467905165,0.2909451068186465,0
West Total,0.5223348306586402,0.24636281613781258,0.4653805436183529,0.4853560627983791,0.42260555371529523,0
West Total,0.4333186095448973,0.24636281613781258,0.42159556285265515,0.0961098311223015,0.3243059454209341,0
West Total,0.21130366167338088,0.24636281613781258,0.17775764804926114,0.40843038786845254,0.2446812142171472,0
West Total,0.2686963888339362,0.24636281613781258,0.22856521125621443,0.26428487167928927,0.2533083539363577,0
West Total,0.42168002244377745,0.24636281613781258,0.2889064860901171,0.3194046465212606,0.3271888468928784,0
West Total,0.14100567218332216,0.24636281613781258,0.32184844708562826,0.4630015163900452,0.257080746981139,0
West Total,0.038889646380053766,0.24636281613781258,0.4488117812725925,0.23112225384705418,0.21195091540593922,0
West Total,0.6560759962294096,0.24636281613781258,0.11582689648016073,0.4067436151302533,0.3877123650872072,0
West Total,0.19228421687687713,0.24636281613781258,0.24608104847460432,0.1704405882888977,0.2159906186865063,0
West Total,0.39144987058784664,0.24636281613781258,0.2604810403582941,0.26365197104504934,0.30256030327550637,0
West Total,0.4423840908747017,0.24636281613781258,0.22610386762817264,0.4488302527655028,0.34128858808794926,0
West Total,0.5418669884779455,0.24636281613781258,0.22445758332755322,0.42613291911301604,0.3723737453410878,0
West Total,0.36405722491773057,0.24636281613781258,0.44248171017113286,0.3129889634969821,0.33677356012132337,0
West Total,0.1778081822615763,0.24636281613781258,0.14212726965189978,0.22809340466392752,0.19878117326286457,0
West Total,0.4975172394297799,0.24636281613781258,0.16808333356314498,0.4593286283886098,0.3505558396126872,0
West Total,0.6453491720245875,0.24636281613781258,0.5961094062420504,0.32960394021967737,0.4684435273313111,0
West Total,0.36574656366122105,0.24636281613781258,0.3222166885573816,0.18062829575121267,0.29345772419692934,0
West Total,0.2915678284717967,0.24636281613781258,0.2458472777294866,0.5629387565371287,0.3095678538329392,0
West Total,0.6254955969796481,0.24636281613781258,0.18817102999912427,0.2536395085668248,0.3685124360690692,0
West Total,0.5816843093524814,0.24636281613781258,0.19852780957416788,0.5931338778707456,0.4061739967101577,0
West Total,0.35904829255810866,0.24636281613781258,0.33396477265516017,0.3124670938527172,0.31323876584562144,0
West Total,0.34744841541599514,0.24636281613781258,0.1896330600103222,0.2482500163859257,0.27067990469689535,0
West Total,0.40488526527564606,0.24636281613781258,0.3862574327883065,0.7338186580879995,0.4029429729586811,0
West Total,0.2590056789789098,0.24636281613781258,0.5334965249282768,0.14532401395374006,0.2930587395626786,0
West Total,0.1743009268585537,0.24636281613781258,0.5820794048616988,0.6913011620058995,0.3550252245150623,0
West Total,0.4019482898161113,0.24636281613781258,0.34367522903349945,0.4890678260926611,0.35668596599758173,0
South Total,0.10956870577618893,0.2340746054162702,0.3904477469091235,0.09277285848881242,0.20057690680169377,0
South Total,0.4859654222118694,0.2340746054162702,0.19865482266647824,0.24868835481701831,0.3173444971548837,0
South Total,0.571354086594438,0.2340746054162702,0.16039429682533587,0.17415348991264823,0.32839819478489873,0
South Total,0.25421460406809215,0.2340746054162702,0.3760893180028595,0.428066876983867,0.29862538819686524,0
South Total,0.4573109648722762,0.2340746054162702,0.6235460680562999,0.41143304042777484,0.41670538900560394,0
South Total,0.3398558826964092,0.2340746054162702,0.29870744604551447,0.1792334371048698,0.27579844534345765,0
South Total,0.20388040204211794,0.2340746054162702,0.29864696583490835,0.4336299294167404,0.26635440491911505,0
South Total,0.3885935019341505,0.2340746054162702,0.4173484861389985,0.36868108111196135,0.3450019666964276,0
South Total,0.7809381900122203,0.2340746054162702,0.45800665881028435,0.5780759820237158,0.5218634771947724,0
South Total,0.2638928211390724,0.2340746054162702,0.3045004104530389,0.5331471225919816,0.3034570195029614,0
South Total,0.35064666426663266,0.2340746054162702,0.1456977977288998,0.2216852077810575,0.25534105483114106,0
South Total,0.5667724757609951,0.2340746054162702,0.16136509136221927,0.3733518438025596,0.3568685429840571,0
South Total,0.0,0.2340746054162702,0.5770124168891386,0.44542673781045106,0.2524388756742765,0
South Total,0.10946275693856672,0.2340746054162702,0.6446006074983113,0.15960770117375503,0.2613956232291049,0
South Total,0.38268699110384147,0.2340746054162702,0.31102982579325467,0.43902896104904243,0.3322231378272329,0
South Total,0.22590226007453051,0.2340746054162702,0.6264329200648391,0.15106488607801788,0.29723448957563725,0
South Total,0.8155069307235492,0.2340746054162702,0.5522209994042482,0.3028977674524906,0.5115286723768464,0
South Total,0.40378766798159,0.2340746054162702,0.28828201303983314,0.27468477659697205,0.31040718451595,0
South Total,0.43938306229175145,0.2340746054162702,0.27745542281182795,0.5689603257348673,0.3648415868495898,0
South Total,0.1145627634144627,0.2340746054162702,0.31127626611349407,0.2923106205855941,0.21642119513048094,0
South Total,0.40315596165184503,0.2340746054162702,0.4404918678524244,0.3968875945335482,0.35895848095354393,0
South Total,0.47114974711185253,0.2340746054162702,0.39084206250657166,0.7654304783698216,0.428107777370817,0
South Total,0.5006673671904225,0.2340746054162702,0.22528176041000866,0.137939430622011,0.3112032268168323,0
South Total,0.4840071735266569,0.2340746054162702,0.27110871034076894,0.3474647502198929,0.34596634696034867,0
South Total,0.2153081950651654,0.2340746054162702,0.34267469062950556,0.33294429075452725,0.26405683163676913,0
South Total,0.38388908101451913,0.2340746054162702,0.3857724187794234,0.153529740485609,0.3047675048086888,0
South Total,0.8002936502496955,0.2340746054162702,0.2920312995619503,0.6033010762733471,0.4992265805656666,0
South Total,0.23488671246022433,0.2340746054162702,0.4576001717790567,0.3432630389332789,0.2954422211817628,0
South Total,0.19487274868261878,0.2340746054162702,0.5343635153557192,0.3341201729019322,0.2954185726702313,0
South Total,0.42005279882521873,0.2340746054162702,0.5050199878960675,0.37267860874633757,0.37414665010487175,0
South Total,0.06725213134663338,0.2340746054162702,0.1764336159286406,0.30627389576985803,0.17498843514740955,0
South Total,0.37109783603894897,0.2340746054162702,0.21954786418022756,0.3704741271573564,0.29958731614816214,0
South Total,0.6120816711033166,0.2340746054162702,0.144080953129863,0.09796350116579228,0.32796168231188333,0
South Total,0.3631625169598787,0.2340746054162702,0.6307302965469915,0.3273094784452762,0.37257174363702833,0
South Total,0.5434226814462353,0.2340746054162702,0.2749124247749985,0.48074754260255387,0.3875149364764462,0
South Total,0.4675143988886093,0.2340746054162702,0.18521708807937867,0.4176266819180481,0.33353984113947727,0
South Total,0.3872864999256558,0.2340746054162702,0.4080206403599258,0.3589612651643543,0.34122097444549887,0
South Total,0.3955432370663006,0.2340746054162702,0.771940843692531,0.2401284257369955,0.39906994719714184,0
South Total,0.44390201103843324,0.2340746054162702,0.5669751804796581,0.5717728047406474,0.4247490422953615,0
South Total,0.3214386055601074,0.2340746054162702,0.17642402250111514,0.5617403747554168,0.3022717542844542,0
South Total,0.3021860404084369,0.2340746054162702,0.2588834050933976,0.3152141370567347,0.27504629734502367,0
South Total,0.3881199638090228,0.2340746054162702,0.8438649376345003,0.12167110227218517,0.39308802182576685,0
South Total,0.8173002726694141,0.2340746054162702,0.5169520942593185,0.6480947050262718,0.5568821016649805,1
South Total,0.45786654735455246,0.2340746054162702,0.339355809756505,0.2719242863124706,0.33913547809714595,0
South Total,0.3732254571365572,0.2340746054162702,0.43596753841038394,0.3315496942799239,0.3377772534467414,0
South Total,0.4578352501171736,0.2340746054162702,0.3893996005005513,0.36500771196187515,0.36309579606028336,0
South Total,0.25739507018534014,0.2340746054162702,0.3063427849497021,0.5573635279533531,0.30518374237269347,0
South Total,0.7402428728565216,0.2340746054162702,0.19692021181284988,0.1496471399497785,0.39113850047970034,0
South Total,0.2044725252514107,0.2340746054162702,0.5399808532770983,0.16778715519347176,0.27495200939731523,0
South Total,0.44011999376525635,0.2340746054162702,0.32912323966918733,0.3040166555982144,0.3356915257162904,0
East Total,0.012721334445733867,0.20140805101584544,0.21593210006203858,0.5108327172431677,0.18468620995964335,0
East Total,0.35864699816326334,0.20140805101584544,0.3188727689372384,0.5560767187528353,0.33313492626226876,0
East Total,0.3422568202120224,0.20140805101584544,0.08989647796025474,0.3578268126084859,0.2518656198622853,0
East Total,0.8505711036972281,0.20140805101584544,0.41426308406012435,0.41054611484826387,0.5025568356380479,0
East Total,0.9036867616116818,0.20140805101584544,0.22832103894016104,0.24849662160746194,0.45965148289799374,0
East Total,0.35185369076606654,0.20140805101584544,0.46160526950574465,0.33984212699062966,0.3268685800226203,0
East Total,0.5299353504131119,0.20140805101584544,0.33118475100691475,0.20832626215588335,0.34338567747410825,0
East Total,0.44274257814661616,0.20140805101584544,0.11706099834479822,0.5034791783863519,0.31431639408298173,0
East Total,0.4875694121025405,0.20140805101584544,0.3010864929218234,0.3913670125087185,0.3499940600013153,0
East Total,0.40642072183499633,0.20140805101584544,0.07563186962936984,0.20478287249555915,0.2485134727472102,0
East Total,0.5579109346730431,0.20140805101584544,0.3881417414460259,0.0711373067678581,0.3439901867447026,0
East Total,0.7234740698519566,0.20140805101584544,0.5900067252080105,0.5867866858170987,0.5196576876671053,0
East Total,0.281657689349208,0.20140805101584544,0.4610756115822014,0.9105370321455337,0.3877982837152467,0
East Total,0.3148096893984237,0.20140805101584544,0.3461633647339193,0.10704915135444239,0.2558958522441521,0
East Total,0.15104841528853552,0.20140805101584544,0.4206366940429959,0.4312599735756756,0.2621056955006916,0
East Total,0.2318625515190767,0.20140805101584544,0.30405082558899504,0.2546301800348265,0.24057900045945346,0
East Total,0.284764443867319,0.20140805101584544,0.12461593274608665,0.16350613914797485,0.20953907807972882,0
East Total,0.18119047900500074,0.20140805101584544,0.5735149592808779,0.7364579545708785,0.3490107679983112,0
East Total,0.7196139248603731,0.20140805101584544,0.18373794966211143,0.14949917807902097,0.37145975565015965,0
East Total,0.6255982156568183,0.20140805101584544,0.18854726253640022,0.14495439793973908,0.3388344029828809,0
East Total,0.4532539915291094,0.20140805101584544,0.33101723821675944,0.7720006566415955,0.4010648584795331,0
East Total,0.5880723733613153,0.20140805101584544,0.20270586719898492,0.20767069484286832,0.3379395236474412,0
East Total,0.10900441979160952,0.20140805101584544,0.13359312009659496,0.2296255667708645,0.15973642126676563,0
